osmid,grid_index,y,x
302716118,4161,41.8399478,12.5878917
302246107,4162,41.8396579,12.5929922
312409425,4163,41.8407514,12.5987403
312410276,4164,41.8392367,12.6052091
420545667,4165,41.8399091,12.6095761
300096829,4167,41.8402857,12.6230393
2132645460,4168,41.8390424,12.6261506
307465296,4230,41.8439758,12.4103668
264653668,4231,41.8447429,12.4169158
264652103,4232,41.8435928,12.4214338
368694034,4233,41.8449817,12.4269967
9717892135,4234,41.8442354,12.4326584
2027953258,4235,41.8449126,12.4386693
306526539,4236,41.843432,12.4447054
306696717,4237,41.843673,12.4515526
306694171,4238,41.8445533,12.4560887
2405012565,4239,41.84446,12.4613366
319981453,4240,41.8444862,12.4695501
357694342,4241,41.8462603,12.4729743
252993192,4242,41.8446068,12.4778903
257737432,4243,41.8441407,12.4851047
1591176059,4244,41.844298,12.4914723
573414341,4245,41.8427092,12.4948642
303190214,4247,41.8431505,12.5091987
303190873,4248,41.8433225,12.5140561
969074440,4253,41.8446838,12.5431089
302740036,4254,41.8437045,12.5474558
639358936,4255,41.8447224,12.5515482
261578625,4256,41.8435591,12.5595889
6934402970,4259,41.846113,12.5790174
192082722,4260,41.8451564,12.5806568
1617039340,4261,41.8441503,12.5878238
1343092577,4262,41.8442901,12.5936366
312407643,4263,41.8440258,12.5993099
300123421,4264,41.8436138,12.6043609
301495140,4265,41.8443021,12.611085
300087287,4266,41.8447843,12.6186937
309993247,4267,41.8441066,12.6232261
1914674026,4268,41.8452267,12.6270726
264647222,4330,41.8472415,12.4108223
2192606596,4331,41.8486642,12.4168867
307454522,4332,41.8483688,12.4217305
306710335,4333,41.8476136,12.4271917
2013975153,4334,41.8493392,12.4328577
306704296,4335,41.8487689,12.438687
2101305294,4336,41.8488482,12.4443509
9530157752,4337,41.8487392,12.4495312
1920229351,4338,41.8490461,12.4555465
306687981,4339,41.8485527,12.4612589
306683328,4340,41.8489127,12.4683223
319982233,4341,41.8486456,12.4741659
304152094,4342,41.8487825,12.4790554
259661319,4343,41.8478804,12.4840872
570809586,4344,41.8486067,12.4903216
1320268097,4345,41.8500681,12.4938096
302967444,4348,41.8487337,12.5154902
1701786900,4349,41.8472077,12.519294
2192606597,4350,41.8492002,12.5256392
1774818050,4351,41.8471865,12.5301057
1774818342,4352,41.8481901,12.5335507
445638430,4354,41.8484449,12.5463416
302741487,4355,41.8486958,12.5506824
1070521188,4356,41.8498017,12.5615644
302230233,4357,41.8487312,12.5644967
11034401968,4358,41.8500391,12.5700618
220918886,4359,41.8485377,12.5756992
1617101407,4360,41.8482662,12.5822375
302150770,4361,41.8501199,12.5866232
7469463562,4362,41.848869,12.5924255
8269511957,4363,41.8485153,12.5977108
695170560,4364,41.8482556,12.6040502
309993851,4365,41.8488468,12.6109412
1252308329,4366,41.8485467,12.6161237
1252308358,4367,41.8486112,12.622433
309992570,4368,41.8487575,12.6278482
365415217,4431,41.853375,12.4158655
1648361652,4432,41.8527023,12.4215696
307517994,4433,41.8528839,12.42551
307514175,4434,41.8526883,12.4326932
2175580742,4435,41.8524548,12.4388302
306700470,4436,41.8529673,12.4435887
306522733,4437,41.8531091,12.4496219
5368981027,4438,41.8529525,12.4557112
306685829,4439,41.8522871,12.4592012
1514643864,4440,41.8526033,12.467613
256817107,4441,41.8531465,12.4727584
1694592950,4442,41.8530134,12.478913
7437523832,4443,41.8520799,12.4848678
254299858,4444,41.8525613,12.4910778
270315163,4445,41.8528224,12.4955098
303164473,4446,41.8534546,12.5012328
294733108,4447,41.853837,12.5077555
1957457136,4448,41.8533571,12.5133058
252049714,4449,41.8546853,12.5177432
2426829888,4450,41.8522592,12.5267191
445562902,4452,41.8538164,12.5346715
445616630,4453,41.8540801,12.5428807
260218176,4454,41.8541111,12.5497268
261622902,4455,41.8546799,12.5528758
385018537,4456,41.8529046,12.5586088
307559722,4457,41.8526699,12.5640219
330073272,4458,41.8527312,12.5703109
8898655497,4459,41.8533893,12.5750886
899261181,4460,41.8531076,12.5814015
302147048,4461,41.8526444,12.5881843
302154110,4462,41.8530941,12.5930405
245917027,4463,41.8527874,12.5987465
915085770,4464,41.8528542,12.6072754
696694144,4465,41.8531202,12.6102686
309992182,4466,41.8529866,12.6184337
494539875,4468,41.8527856,12.626642
9707758315,4530,41.8575406,12.4114931
9707758305,4531,41.8569983,12.4162929
307533253,4532,41.8578053,12.422117
6369398035,4533,41.8565834,12.4268836
262115688,4534,41.8569825,12.4351937
306048998,4535,41.8574217,12.4391016
247845821,4536,41.8573068,12.4444426
306490804,4537,41.8575008,12.4505791
306501366,4538,41.8575141,12.4568667
253705358,4539,41.8583611,12.4605873
1178238662,4540,41.856796,12.4657662
1119847027,4541,41.8573113,12.4725779
1822361799,4542,41.8567796,12.4787576
257713964,4543,41.8572567,12.4848945
266792518,4544,41.8575139,12.490812
276556629,4545,41.8574309,12.4965916
5711424129,4546,41.8573695,12.5013212
303165311,4547,41.8562295,12.5073623
252049733,4548,41.8585636,12.5133945
252049722,4549,41.8577631,12.5182366
302197393,4552,41.8572136,12.5368115
302194475,4553,41.8578069,12.5421557
302224029,4554,41.8579648,12.5490897
302222701,4555,41.8571403,12.5534328
302233380,4556,41.8570385,12.5592308
302161459,4557,41.857636,12.5637744
302166788,4558,41.8574698,12.5707239
302147679,4559,41.8562992,12.5756313
899233076,4560,41.8570271,12.5818655
2346756810,4561,41.8559498,12.5869234
8470126482,4562,41.8572765,12.5930361
11061387611,4563,41.8571164,12.599226
5811925420,4564,41.8578861,12.6048395
309991299,4565,41.8585155,12.6096778
9698608665,4566,41.8572799,12.6166217
309793391,4567,41.8565904,12.6212769
300104751,4568,41.8567992,12.6263983
6388476548,4630,41.862071,12.4110479
6378187381,4631,41.860558,12.4184083
307534637,4632,41.8623239,12.4206949
3686277648,4633,41.8624751,12.4275994
4402669064,4634,41.8619268,12.4333604
306049033,4635,41.8614575,12.4382091
376699833,4636,41.8621319,12.4454522
376663851,4637,41.8631221,12.4511833
247846731,4638,41.8620528,12.4560797
250905674,4639,41.8613007,12.4628462
306294739,4640,41.8618656,12.4675344
306048574,4641,41.8617517,12.4725668
10091745930,4642,41.8620155,12.4788463
252531365,4643,41.8615609,12.4836663
254297663,4644,41.8618719,12.4902112
267110209,4645,41.8628837,12.4960308
294749371,4646,41.861656,12.5014566
294749383,4647,41.8617881,12.5050563
7264894305,4651,41.8611968,12.5321006
302198088,4652,41.8610075,12.5338619
2177494940,4653,41.8628659,12.5418666
302216733,4654,41.8618474,12.5474625
301690990,4655,41.8620516,12.5529513
5640650580,4656,41.8619809,12.5589842
343847836,4657,41.8615544,12.5647034
9707863675,4658,41.8619335,12.5706808
