u,v,key,osmid,oneway,lanes,highway,length,ref,maxspeed,bridge,name,junction,geometry
9513905170,81802967,0,453221109,False,,tertiary,15.956,,,,Duncan Street,,"LINESTRING (-97.1241088 33.2060689, -97.12414 33.20621)"
9513905172,1549948224,0,9962444,False,,residential,20.344,,,,Jackson Street,,"LINESTRING (-97.1255614 33.2071776, -97.1254439 33.2070233)"
9513905172,81780799,0,9962444,False,,residential,26.659,,,,Jackson Street,,"LINESTRING (-97.1255614 33.2071776, -97.1257475 33.2073599)"
9513905182,3037260969,0,9968880,False,,residential,19.977,,,,Wilson Street,,"LINESTRING (-97.1239608 33.2081624, -97.1241755 33.2081654)"
9513905182,81853003,0,9968880,False,,residential,15.986,,,,Wilson Street,,"LINESTRING (-97.1239608 33.2081624, -97.123789 33.20816)"
9513905183,81853003,0,9968880,False,,residential,6.252,,,,Wilson Street,,"LINESTRING (-97.1237218 33.20816, -97.123789 33.20816)"
9513905183,9513905185,0,9968880,False,,residential,61.292,,,,Wilson Street,,"LINESTRING (-97.1237218 33.20816, -97.123063 33.20816)"
9513905185,9513905183,0,9968880,False,,residential,61.292,,,,Wilson Street,,"LINESTRING (-97.123063 33.20816, -97.1237218 33.20816)"
9513905185,81853001,0,9968880,False,,residential,9.583,,,,Wilson Street,,"LINESTRING (-97.123063 33.20816, -97.12296 33.20816)"
9513905190,81852999,0,9968880,False,,residential,11.49,,,,Wilson Street,,"LINESTRING (-97.1225245 33.208154, -97.122648 33.208155)"
9513905190,81767076,0,9968880,False,,residential,44.148,,,,Wilson Street,,"LINESTRING (-97.1225245 33.208154, -97.12205 33.20815)"
9513953287,81773868,0,1039239398,False,,tertiary,7.962,,,,Lakey Street,,"LINESTRING (-97.1241527 33.2064228, -97.1241519 33.2063512)"
9513953287,81856899,0,1039239398,False,,tertiary,154.257,,,,Lakey Street,,"LINESTRING (-97.1241527 33.2064228, -97.1241688 33.20781)"
9513958626,3037260970,0,260401655,False,,residential,7.119,,,,South Bradshaw Street,,"LINESTRING (-97.1215829 33.2082123, -97.1215849 33.2081483)"
9513958626,2658862621,0,260401655,False,,residential,121.321,,,,South Bradshaw Street,,"LINESTRING (-97.1215829 33.2082123, -97.1215491 33.209303)"
9527771321,81793202,0,9963430,False,,residential,16.647,,,,Vine Street,,"LINESTRING (-97.1261582 33.2254489, -97.1261602 33.2252992)"
9527771321,3108263673,0,9963430,False,,residential,8.574,,,,Vine Street,,"LINESTRING (-97.1261582 33.2254489, -97.1261571 33.225526)"
9530423835,5059238826,0,9963497,False,,residential,24.297,,,,Kendolph Street,,"LINESTRING (-97.1518608 33.2067101, -97.1518629 33.2064916)"
9530423835,5059238795,0,9963497,False,,residential,8.774,,,,Kendolph Street,,"LINESTRING (-97.1518608 33.2067101, -97.15186 33.206789)"
9530423881,5059238791,0,739641950,False,,tertiary,12.683,,,,Eagle Drive,,"LINESTRING (-97.1508685 33.2067789, -97.1507322 33.206777)"
9530423881,3695224164,0,739641950,False,,tertiary,79.343,,,,Eagle Drive,,"LINESTRING (-97.1508685 33.2067789, -97.1517212 33.2067907)"
9532490888,5075741100,0,9975998,False,,unclassified,9.029,,,,Central Avenue,,"LINESTRING (-97.1452609 33.2092269, -97.1452617 33.2091457)"
9532490888,81870016,0,9975998,False,,unclassified,10.353,,,,Central Avenue,,"LINESTRING (-97.1452609 33.2092269, -97.14526 33.20932)"
9532532186,5060969352,0,9973983,False,,tertiary,6.383,,,,Bernard Street,,"LINESTRING (-97.1414989 33.2093474, -97.1415 33.20929)"
9532532186,3969095040,0,9973983,False,,tertiary,32.439,,,,Bernard Street,,"LINESTRING (-97.1414989 33.2093474, -97.1414936 33.2096391)"
9532532187,5970979173,0,9973983,False,,tertiary,55.915,,,,Bernard Street,,"LINESTRING (-97.1415013 33.2092175, -97.1415104 33.2087147)"
9532532187,5060969352,0,9973983,False,,tertiary,8.063,,,,Bernard Street,,"LINESTRING (-97.1415013 33.2092175, -97.1415 33.20929)"
9532532188,5060969352,0,150153958,False,,residential,8.783,,,,West Highland Street,,"LINESTRING (-97.1415944 33.2092911, -97.1415 33.20929)"
9532532188,5060968107,0,150153958,False,,residential,31.718,,,,West Highland Street,,"LINESTRING (-97.1415944 33.2092911, -97.1419353 33.209295)"
9532532189,5970979175,0,150153958,False,,residential,63.613,,,,West Highland Street,,"LINESTRING (-97.1414378 33.2092889, -97.1407542 33.2092767)"
9532532189,5060969352,0,150153958,False,,residential,5.788,,,,West Highland Street,,"LINESTRING (-97.1414378 33.2092889, -97.1415 33.20929)"
9532532208,81870019,0,150153958,False,,residential,6.42,,,,West Highland Street,,"LINESTRING (-97.1434388 33.2093124, -97.1433698 33.2093116)"
9532532208,2973895705,0,150153958,False,,residential,5.285,,,,West Highland Street,,"LINESTRING (-97.1434388 33.2093124, -97.1434956 33.2093131)"
9532533135,5970979179,0,9973983,False,,tertiary,6.461,,,,Bernard Street,,"LINESTRING (-97.1414817 33.2102887, -97.1414827 33.2102306)"
9532533135,5060969356,0,9973983,False,,tertiary,10.153,,,,Bernard Street,,"LINESTRING (-97.1414817 33.2102887, -97.14148 33.21038)"
9532533136,5060969356,0,256877979,False,,unclassified,12.989,,,,West Prairie Street,,"LINESTRING (-97.1416196 33.210382, -97.14148 33.21038)"
9532533136,9532548563,0,256877979,False,,unclassified,20.396,,,,West Prairie Street,,"LINESTRING (-97.1416196 33.210382, -97.1418388 33.210385)"
9532540519,2973885440,0,437822208,True,,unclassified,10.922,,20 mph,,West Highland Street,,"LINESTRING (-97.1444895 33.2093226, -97.1443721 33.2093232)"
9532540520,6925216268,0,739641941,False,,unclassified,99.375,,30 mph,,South Welch Street,,"LINESTRING (-97.1443723 33.2094251, -97.1443741 33.2103188)"
9532540520,2973885440,0,739641941,False,,unclassified,11.331,,30 mph,,South Welch Street,,"LINESTRING (-97.1443723 33.2094251, -97.1443721 33.2093232)"
9532540521,2973895699,0,150153958,False,,residential,30.202,,,,West Highland Street,,"LINESTRING (-97.1442544 33.2093218, -97.1439298 33.2093181)"
9532540521,2973885440,0,150153958,False,,residential,10.951,,,,West Highland Street,,"LINESTRING (-97.1442544 33.2093218, -97.1443721 33.2093232)"
9532540522,2973885440,0,739641953,False,,unclassified,11.231,,30 mph,,South Welch Street,,"LINESTRING (-97.1443733 33.2092222, -97.1443721 33.2093232)"
9532540522,5791317415,0,739641953,False,,unclassified,42.735,,30 mph,,South Welch Street,,"LINESTRING (-97.1443733 33.2092222, -97.144378 33.2088379)"
9532548563,9532533136,0,256877979,False,,unclassified,20.396,,,,West Prairie Street,,"LINESTRING (-97.1418388 33.210385, -97.1416196 33.210382)"
9532548563,6749516035,0,256877979,False,,unclassified,8.227,,,,West Prairie Street,,"LINESTRING (-97.1418388 33.210385, -97.1419272 33.2103869)"
9532548564,6749516035,0,256877979,False,,unclassified,16.449,,,,West Prairie Street,,"LINESTRING (-97.142104 33.2103887, -97.1419272 33.2103869)"
9532548564,9532548565,0,256877979,False,,unclassified,25.551,,,,West Prairie Street,,"LINESTRING (-97.142104 33.2103887, -97.1423786 33.2103926)"
9532548565,9532548564,0,256877979,False,,unclassified,25.551,,,,West Prairie Street,,"LINESTRING (-97.1423786 33.2103926, -97.142104 33.2103887)"
9532548565,9036693276,0,256877979,False,,unclassified,3.136,,,,West Prairie Street,,"LINESTRING (-97.1423786 33.2103926, -97.1424123 33.2103931)"
9532564782,2657814580,0,256877974,False,,residential,34.888,,,,West Chestnut Street,,"LINESTRING (-97.1442411 33.2115237, -97.1438661 33.2115212)"
9532564782,81943314,0,256877974,False,,residential,11.078,,,,West Chestnut Street,,"LINESTRING (-97.1442411 33.2115237, -97.1443601 33.2115272)"
9532608562,81800565,0,365519037,True,,unclassified,11.984,,,,Maple Street,,"LINESTRING (-97.1460582 33.2082338, -97.146187 33.2082349)"
9532608571,81800560,0,9975998,False,,unclassified,9.621,,,,Central Avenue,,"LINESTRING (-97.1452774 33.2083135, -97.1452799 33.208227)"
9532608571,5075741872,0,9975998,False,,unclassified,15.928,,,,Central Avenue,,"LINESTRING (-97.1452774 33.2083135, -97.1452732 33.2084567)"
9532608572,81800560,0,365519037,True,,unclassified,5.127,,,,Maple Street,,"LINESTRING (-97.1452248 33.2082265, -97.1452799 33.208227)"
9537303501,3037310658,0,9973983,False,,tertiary,55.931,,,,Bernard Street,,"LINESTRING (-97.1415321 33.207063, -97.14153 33.20656)"
9537303501,2626234229,0,9973983,False,,tertiary,10.804,,,,Bernard Street,,"LINESTRING (-97.1415321 33.207063, -97.1415364 33.2071601)"
9539287294,7078930730,0,9980863,False,,residential,18.505,,,,Avenue D,,"LINESTRING (-97.1528758 33.2146032, -97.1528788 33.2144368)"
9539287294,5060888360,0,9980863,False,,residential,8.396,,,,Avenue D,,"LINESTRING (-97.1528758 33.2146032, -97.1528744 33.2146787)"
9539287299,81892545,0,9972526,False,,residential,7.553,,,,Miller Street,,"LINESTRING (-97.1536618 33.2147467, -97.1536641 33.2146788)"
9539287299,8822903943,0,9972526,False,,residential,101.06,,,,Miller Street,,"LINESTRING (-97.1536618 33.2147467, -97.1536317 33.2156552)"
9540212029,9547025378,0,365519033,False,,residential,105.002,,,,Avenue D,,"LINESTRING (-97.1528927 33.2126053, -97.1528922 33.211661)"
9540212029,81976537,0,365519033,False,,residential,7.906,,,,Avenue D,,"LINESTRING (-97.1528927 33.2126053, -97.1528927 33.2126764)"
9540424006,81958101,0,9978970,False,,residential,35.454,,,,North Avenue B,,"LINESTRING (-97.1484198 33.2156197, -97.1484263 33.2153009)"
9540424006,81797239,0,9978970,False,,residential,8.519,,,,North Avenue B,,"LINESTRING (-97.1484198 33.2156197, -97.1484182 33.2156963)"
9540424008,2665604819,0,9982160,False,,residential,11.353,,,,IOOF Street,,"LINESTRING (-97.1402215 33.2092888, -97.140221 33.2091867)"
9540424008,5970979177,0,9982160,False,,residential,48.771,,,,IOOF Street,,"LINESTRING (-97.1402215 33.2092888, -97.1402235 33.2097274)"
9540501634,81978252,0,9981080,False,,residential,7.447,,,,West Congress Street,,"LINESTRING (-97.1498566 33.2197253, -97.1497768 33.21972)"
9540501634,81777584,0,9981080,False,,residential,6.513,,,,West Congress Street,,"LINESTRING (-97.1498566 33.2197253, -97.1499264 33.2197299)"
9540501635,81939762,0,9976949,False,,residential,11.572,,,,Egan Street,,"LINESTRING (-97.1498354 33.2205502, -97.149711 33.22055)"
9540501635,81777588,0,9976949,False,,residential,6.632,,,,Egan Street,,"LINESTRING (-97.1498354 33.2205502, -97.1499067 33.2205503)"
9540501640,81939765,0,9976949,False,,residential,30.285,,,,Egan Street,,"LINESTRING (-97.1494375 33.2205454, -97.149112 33.22054)"
9540501640,81939762,0,9976949,False,,residential,25.447,,,,Egan Street,,"LINESTRING (-97.1494375 33.2205454, -97.149711 33.22055)"
9540501664,8593878462,0,365519044,True,2,secondary,41.733,,,,West Hickory Street,,"LINESTRING (-97.1483563 33.2146605, -97.1479077 33.2146608)"
9540501665,3695224173,0,739641946,False,,unclassified,68.665,,,,South Avenue B,,"LINESTRING (-97.1484361 33.2145939, -97.1484418 33.2139764)"
9540501665,2657172880,0,739641946,False,,unclassified,7.395,,,,South Avenue B,,"LINESTRING (-97.1484361 33.2145939, -97.1484355 33.2146604)"
9540501669,2657172880,0,152774047,True,2,secondary,8.652,,,,West Hickory Street,,"LINESTRING (-97.1485285 33.2146603, -97.1484355 33.2146604)"
9540501670,2657172880,0,9978970,False,,residential,7.784,,,,North Avenue B,,"LINESTRING (-97.1484345 33.2147304, -97.1484355 33.2146604)"
9540501670,8593878454,0,9978970,False,,residential,24.431,,,,North Avenue B,,"LINESTRING (-97.1484345 33.2147304, -97.1484313 33.2149501)"
9540501686,5055066726,0,518150884,False,4,tertiary,25.675,,20 mph,,North Texas Boulevard,,"LINESTRING (-97.1550555 33.2146895, -97.1550573 33.2144586)"
9540501686,5055066699,0,518150884,False,4,tertiary,7.083,,20 mph,,North Texas Boulevard,,"LINESTRING (-97.1550555 33.2146895, -97.155055 33.2147532)"
9540501687,6749481519,0,1038359127,True,2,secondary,66.716,,,,West Hickory Street,,"LINESTRING (-97.1549703 33.2147485, -97.1542547 33.214709)"
9540501688,5055066699,0,9966891,False,2,tertiary,8.34,,20 mph,,North Texas Boulevard,,"LINESTRING (-97.1550539 33.2148282, -97.155055 33.2147532)"
9540501688,8822903946,0,9966891,False,2,tertiary,92.966,,20 mph,,North Texas Boulevard,,"LINESTRING (-97.1550539 33.2148282, -97.1550413 33.2156642)"
9540501689,5055066699,0,1038359127,True,2,secondary,9.033,,,,West Hickory Street,,"LINESTRING (-97.1551521 33.2147537, -97.155055 33.2147532)"
9545326164,5059238848,0,9970504,False,,unclassified,70.896,,20 mph,,West Highland Street,,"LINESTRING (-97.1538242 33.2093874, -97.1530622 33.2093806)"
9545326164,5059238898,0,9970504,False,,unclassified,111.08,,20 mph,,West Highland Street,,"LINESTRING (-97.1538242 33.2093874, -97.1550181 33.2093981)"
9545357954,2972415293,0,437822208,True,,unclassified,2.317,,20 mph,,West Highland Street,,"LINESTRING (-97.1500453 33.2093537, -97.1500204 33.2093535)"
9546840640,3429340783,0,9980852,True,,tertiary,112.978,,,,Avenue C,,"LINESTRING (-97.150769 33.2104655, -97.1507787 33.2094495)"
9546840643,5115469343,0,9980856,True,,tertiary,95.033,,,,Avenue C,,"LINESTRING (-97.1506691 33.210626, -97.150658 33.2114806)"
9546840644,9546840640,0,9980852,True,,tertiary,17.926,,,,Avenue C,,"LINESTRING (-97.150767 33.2106267, -97.150769 33.2104655)"
9547025378,81976539,0,365519033,False,,residential,11.12,,,,Avenue D,,"LINESTRING (-97.1528922 33.211661, -97.1528922 33.211561)"
9547025378,9540212029,0,365519033,False,,residential,105.002,,,,Avenue D,,"LINESTRING (-97.1528922 33.211661, -97.1528927 33.2126053)"
9547025491,2970522586,0,9980995,False,,unclassified,72.035,,,,Chestnut Street,,"LINESTRING (-97.1528438 33.2115612, -97.1520695 33.2115644)"
9547025491,81976539,0,9980995,False,,unclassified,4.503,,,,Chestnut Street,,"LINESTRING (-97.1528438 33.2115612, -97.1528922 33.211561)"
9547025495,81976539,0,9981001,False,,unclassified,17.453,,,,Chestnut Street,,"LINESTRING (-97.1530798 33.2115612, -97.1528922 33.211561)"
9547025495,81977568,0,9981001,False,,unclassified,8.252,,,,Chestnut Street,,"LINESTRING (-97.1530798 33.2115612, -97.1531685 33.2115613)"
9547025496,81977568,0,9981001,False,,unclassified,19.713,,,,Chestnut Street,,"LINESTRING (-97.1533804 33.211561, -97.1531685 33.2115613)"
9547025496,2996287343,0,9981001,False,,unclassified,15.761,,,,Chestnut Street,,"LINESTRING (-97.1533804 33.211561, -97.1535421 33.2115187)"
9547064585,5115469345,0,9980852,True,,tertiary,47.427,,,,Avenue C,,"LINESTRING (-97.1507502 33.2121053, -97.1507552 33.2116788)"
9547159268,5060888348,0,9980856,True,,tertiary,21.573,,,,Avenue C,,"LINESTRING (-97.1506461 33.2123845, -97.1506437 33.2125785)"
9547159286,5060888371,0,9982427,False,,unclassified,38.087,,,,West Sycamore Street,,"LINESTRING (-97.1534223 33.2126882, -97.153013 33.2126805)"
9547159286,8863436055,0,9982427,False,,unclassified,143.321,,,,West Sycamore Street,,"LINESTRING (-97.1534223 33.2126882, -97.1549625 33.212717)"
9549756507,7589677154,0,9973918,False,,residential,51.436,,,,Stella Street,,"LINESTRING (-97.1613383 33.2137901, -97.1607854 33.2137909)"
9549756507,5744697370,0,9973918,False,,residential,6.67,,,,Stella Street,,"LINESTRING (-97.1613383 33.2137901, -97.16141 33.21379)"
9549816859,5059238889,0,365519035,False,,tertiary,11.503,,,,Eagle Drive,,"LINESTRING (-97.1506388 33.2067751, -97.1505152 33.2067726)"
9549816859,5059238791,0,365519035,False,,tertiary,8.692,,,,Eagle Drive,,"LINESTRING (-97.1506388 33.2067751, -97.1507322 33.206777)"
9549837345,81850936,0,9968690,False,,residential,8.689,,,,Louise Street,,"LINESTRING (-97.161357 33.21183, -97.1614504 33.21183)"
9549837345,8730966999,0,9968690,False,,residential,51.856,,,,Louise Street,,"LINESTRING (-97.161357 33.21183, -97.1607996 33.21183)"
9549837372,2973937275,0,9978718,False,,residential,52.21,,,,Charlotte Street,,"LINESTRING (-97.1613418 33.2128117, -97.1607806 33.2128151)"
9549837372,5082149926,0,9978718,False,,residential,7.722,,,,Charlotte Street,,"LINESTRING (-97.1613418 33.2128117, -97.1614248 33.2128112)"
9549837391,81955795,0,9980908,False,,residential,9.965,,,,Avenue H,,"LINESTRING (-97.1597843 33.212899, -97.1597865 33.2128094)"
9549837391,8584889516,0,9980908,False,,residential,34.856,,,,Avenue H,,"LINESTRING (-97.1597843 33.212899, -97.1597768 33.2132124)"
9550114402,81893717,0,9972627,False,,residential,0.751,,,,Administration Drive,,"LINESTRING (-97.1284512 33.2263936, -97.1284587 33.2263911)"
9552200194,81861691,0,9969703,False,,secondary,7.464,,,,Oakland Street,,"LINESTRING (-97.1299474 33.2256205, -97.1299494 33.2255534)"
9552200194,9552202436,0,9969703,False,,secondary,54.47,,,,Oakland Street,,"LINESTRING (-97.1299474 33.2256205, -97.1299325 33.2261102)"
9552202431,9552202436,0,9969703,False,,secondary,18.965,,,,Oakland Street,,"LINESTRING (-97.1299271 33.2262807, -97.1299325 33.2261102)"
9552202431,81861685,0,9969703,False,,secondary,12.525,,,,Oakland Street,,"LINESTRING (-97.1299271 33.2262807, -97.1299235 33.2263933)"
9552202436,9552200194,0,9969703,False,,secondary,54.47,,,,Oakland Street,,"LINESTRING (-97.1299325 33.2261102, -97.1299474 33.2256205)"
9552202436,9552202431,0,9969703,False,,secondary,18.965,,,,Oakland Street,,"LINESTRING (-97.1299325 33.2261102, -97.1299271 33.2262807)"
9552202439,81893715,0,9972627,False,,residential,105.701,,,,Administration Drive,,"LINESTRING (-97.1298046 33.2263886, -97.1286687 33.2263611)"
9552202439,81861685,0,9972627,False,,residential,11.072,,,,Administration Drive,,"LINESTRING (-97.1298046 33.2263886, -97.1299235 33.2263933)"
9552202461,9552202462,0,9972627,False,,residential,6.283,,,,Administration Drive,,"LINESTRING (-97.1286251 33.2263648, -97.1285579 33.2263705)"
9552202461,81893715,0,9972627,False,,residential,4.076,,,,Administration Drive,,"LINESTRING (-97.1286251 33.2263648, -97.1286687 33.2263611)"
9552202462,81893717,0,9972627,False,,residential,9.507,,,,Administration Drive,,"LINESTRING (-97.1285579 33.2263705, -97.1284587 33.2263911)"
9552202462,9552202461,0,9972627,False,,residential,6.283,,,,Administration Drive,,"LINESTRING (-97.1285579 33.2263705, -97.1286251 33.2263648)"
9552277681,81727931,0,9956306,False,,residential,4.769,,,,Old Main Circle,,"LINESTRING (-97.1282105 33.2242389, -97.1281889 33.2242)"
9552277681,81727929,0,9956306,False,,residential,2.701,,,,Old Main Circle,,"LINESTRING (-97.1282105 33.2242389, -97.1282228 33.2242609)"
9552277683,81727929,0,9956306,False,,residential,3.931,,,,Old Main Circle,,"LINESTRING (-97.1282267 33.2242961, -97.1282228 33.2242609)"
9552277683,81727927,0,9956306,False,,residential,3.552,,,,Old Main Circle,,"LINESTRING (-97.1282267 33.2242961, -97.1282303 33.2243279)"
9553455315,81727917,0,9956306,False,,residential,1.927,,,,Old Main Circle,,"LINESTRING (-97.128004 33.2245082, -97.1280247 33.2245089)"
9553455315,81727915,0,9956306,False,,residential,5.549,,,,Old Main Circle,,"LINESTRING (-97.128004 33.2245082, -97.1279444 33.2245061)"
9553493457,7051286328,0,293811602,True,,secondary,47.317,,,,North Bell Avenue,,"LINESTRING (-97.1273198 33.2264, -97.1273256 33.2259745)"
9553493467,8859235285,0,9956306,False,,residential,0.653,,,,Old Main Circle,,"LINESTRING (-97.12788 33.2241421, -97.1278739 33.224145)"
9553493467,81727904,0,9956306,False,,residential,3.312,,,,Old Main Circle,,"LINESTRING (-97.12788 33.2241421, -97.1279111 33.2241276)"
