u,v,key,osmid,oneway,lanes,highway,length,ref,maxspeed,bridge,name,junction,geometry
81796212,5357020265,0,9963624,False,,secondary,12.333,,,,West McKinney Street,,"LINESTRING (-97.13429 33.216659, -97.1344158 33.216694)"
81796212,7829607408,0,9981328,False,,residential,11.698,,,,North Cedar Street,,"LINESTRING (-97.13429 33.216659, -97.13429 33.2165538)"
81796215,81794119,0,9963624,False,,secondary,46.683,,,,West McKinney Street,,"LINESTRING (-97.134161 33.216634, -97.13366 33.21661)"
81796215,81796212,0,9963624,False,,secondary,12.318,,,,West McKinney Street,,"LINESTRING (-97.134161 33.216634, -97.13429 33.216659)"
81796216,4591363194,0,145752194,False,,secondary,57.8,FM 426,,,West McKinney Street,,"LINESTRING (-97.13242 33.21662, -97.1330413 33.216615)"
81796216,81780387,0,521609574,False,,secondary,56.757,FM 426,,,East McKinney Street,,"LINESTRING (-97.13242 33.21662, -97.13181 33.21661)"
81796216,8863376296,0,555208680,True,2,primary,14.701,US 77;US 377,,,North Locust Street,,"LINESTRING (-97.13242 33.21662, -97.1324179 33.2167522)"
81797181,2973937144,0,152774063,True,,secondary,16.983,,,,West Oak Street,,"LINESTRING (-97.1623087 33.2155415, -97.1624829 33.2154958)"
81797182,81797181,0,152774063,True,,secondary,21.124,,,,West Oak Street,,"LINESTRING (-97.1621037 33.2156232, -97.1623087 33.2155415)"
81797184,81797182,0,152774063,True,,secondary,18.293,,,,West Oak Street,,"LINESTRING (-97.1619288 33.2156984, -97.1621037 33.2156232)"
81797187,81797184,0,152774063,True,,secondary,12.539,,,,West Oak Street,,"LINESTRING (-97.161804 33.215741, -97.1619288 33.2156984)"
81797189,7589677158,0,152774063,True,,secondary,5.007,,,,West Oak Street,,"LINESTRING (-97.1616533 33.2157705, -97.1617057 33.2157602)"
81797193,81797189,0,152774063,True,,secondary,12.671,,,,West Oak Street,,"LINESTRING (-97.1615202 33.2157947, -97.1616533 33.2157705)"
81797204,8859113987,0,9981976,False,,residential,5.048,,,,Thomas Street,,"LINESTRING (-97.15878 33.21576, -97.1587796 33.2158054)"
81797204,6043522075,0,152774059,True,2,secondary,26.798,,,,West Oak Street,,"LINESTRING (-97.15878 33.21576, -97.159068 33.215765)"
81797206,8822903948,0,9980901,False,,residential,7.117,,,,Avenue G,,"LINESTRING (-97.157519 33.215761, -97.1575184 33.215697)"
81797206,81797204,0,152774059,True,2,secondary,117.308,,,,West Oak Street,,"LINESTRING (-97.157519 33.215761, -97.15878 33.21576)"
81797209,8822903947,0,9966862,False,,residential,7.406,,,,Fouts Street,,"LINESTRING (-97.1555634 33.2157401, -97.1555628 33.2156735)"
81797209,7050904338,0,152774059,True,2,secondary,111.779,,,,West Oak Street,,"LINESTRING (-97.1555634 33.2157401, -97.1567649 33.2157509)"
81797213,8822903946,0,9966891,False,2,tertiary,8.318,,20 mph,,North Texas Boulevard,,"LINESTRING (-97.15504 33.215739, -97.1550413 33.2156642)"
81797213,7050904348,0,152774059,True,2,secondary,25.452,,,,West Oak Street,,"LINESTRING (-97.15504 33.215739, -97.1553136 33.215739)"
81797221,8822900154,0,9973817,False,,residential,7.628,,,,Bradley Street,,"LINESTRING (-97.15398 33.21573, -97.1539791 33.2157986)"
81797221,7050904351,0,152774059,True,2,secondary,63.029,,,,West Oak Street,,"LINESTRING (-97.15398 33.21573, -97.1546575 33.2157358)"
81797223,8822903943,0,9972526,False,,residential,7.096,,,,Miller Street,,"LINESTRING (-97.15363 33.215719, -97.1536317 33.2156552)"
81797223,5082149922,0,152774059,True,2,secondary,22.361,,,,West Oak Street,,"LINESTRING (-97.15363 33.215719, -97.1538702 33.2157265)"
81797228,8822900152,0,9978824,False,,residential,8.084,,,,Marietta Street,,"LINESTRING (-97.15186 33.21571, -97.15186 33.2157827)"
81797228,81797223,0,152774059,True,2,secondary,164.661,,,,West Oak Street,,"LINESTRING (-97.15186 33.21571, -97.15363 33.215719)"
81797233,5213265710,0,152774059,True,2,secondary,7.824,,,,West Oak Street,,"LINESTRING (-97.150636 33.2157013, -97.1507201 33.2157019)"
81797233,1655564152,0,375216841,False,4,tertiary,6.553,,,,Jagoe Street,,"LINESTRING (-97.150636 33.2157013, -97.150611 33.2157564)"
81797233,1655564145,0,1047028708,True,,tertiary,5.924,,,,Avenue C,,"LINESTRING (-97.150636 33.2157013, -97.150661 33.2156523)"
81797235,6044016143,0,739641945,True,3,secondary,17.557,,,,West Oak Street,,"LINESTRING (-97.149916 33.21569, -97.1501047 33.215693)"
81797239,9540424006,0,9978970,False,,residential,8.519,,,,North Avenue B,,"LINESTRING (-97.1484182 33.2156963, -97.1484198 33.2156197)"
81797239,6044016162,0,739641944,True,2,secondary,19.174,,,,West Oak Street,,"LINESTRING (-97.1484182 33.2156963, -97.1486243 33.2156945)"
81797241,8863388279,0,9978657,False,,residential,8.74,,,,Bryan Street,,"LINESTRING (-97.14779 33.21569, -97.14779 33.2157686)"
81797241,6729436994,0,293940749,True,2,secondary,11.332,,,,West Oak Street,,"LINESTRING (-97.14779 33.21569, -97.1479118 33.2156912)"
81797247,8822904008,0,739625068,False,,tertiary,7.573,,,,Fulton Street,,"LINESTRING (-97.1435058 33.21568, -97.1435053 33.2157481)"
81797247,8859141973,0,1026483059,True,2,secondary,6.763,,,,West Oak Street,,"LINESTRING (-97.1435058 33.21568, -97.1435785 33.21568)"
81797250,8859141965,0,739625069,True,2,secondary,30.319,,,,West Oak Street,,"LINESTRING (-97.1430929 33.2156762, -97.1434188 33.2156792)"
81797252,81797250,0,739625069,True,2,secondary,31.901,,,,West Oak Street,,"LINESTRING (-97.14275 33.2156728, -97.1430929 33.2156762)"
81797253,9036760871,0,739625069,True,2,secondary,11.733,,,,West Oak Street,,"LINESTRING (-97.1419799 33.2156654, -97.142106 33.2156674)"
81797254,9042139701,0,739625069,True,2,secondary,18.551,,,,West Oak Street,,"LINESTRING (-97.141211 33.215658, -97.1414104 33.2156599)"
81797255,8822904006,0,9967447,False,,residential,7.784,,,,Mounts Street,,"LINESTRING (-97.140408 33.2156502, -97.1404073 33.2157202)"
81797255,81797254,0,739625069,True,2,secondary,74.706,,,,West Oak Street,,"LINESTRING (-97.140408 33.2156502, -97.141211 33.215658)"
81797256,81797255,0,739625069,True,2,secondary,32.143,,,,West Oak Street,,"LINESTRING (-97.1400625 33.2156469, -97.140408 33.2156502)"
81797257,9036760906,0,739625069,True,2,secondary,27.361,,,,West Oak Street,,"LINESTRING (-97.139672 33.2156431, -97.1399661 33.215646)"
81797258,8859155240,0,9971338,False,,residential,7.574,,,,Denton Street,,"LINESTRING (-97.139161 33.2156382, -97.1391596 33.2155701)"
81797258,8822904004,0,9971338,False,,residential,7.692,,,,Denton Street,,"LINESTRING (-97.139161 33.2156382, -97.1391571 33.2157073)"
81797258,8859155310,0,739625069,True,2,secondary,5.991,,,,West Oak Street,,"LINESTRING (-97.139161 33.2156382, -97.1392254 33.2156388)"
81797262,7830831193,0,260676685,True,3,secondary,6.594,,,,North Carroll Boulevard,,"LINESTRING (-97.13728 33.21562, -97.1372791 33.2155607)"
81797262,7830831195,0,974873274,True,2,secondary,8.503,,,,West Oak Street,,"LINESTRING (-97.13728 33.21562, -97.1373714 33.2156209)"
81797264,7830831192,0,9983708,True,3,secondary,7.441,,,,North Carroll Boulevard,,"LINESTRING (-97.1371555 33.2156218, -97.1371423 33.2156878)"
81797264,81797262,0,974873274,True,2,secondary,11.584,,,,West Oak Street,,"LINESTRING (-97.1371555 33.2156218, -97.13728 33.21562)"
81797266,7830831200,0,9974148,False,,residential,7.37,,,,Piner Street,,"LINESTRING (-97.1365244 33.2156153, -97.1365283 33.2155491)"
81797266,6021271429,0,656309441,True,3,secondary,4.523,,20 mph,,West Oak Street,,"LINESTRING (-97.1365244 33.2156153, -97.136573 33.2156163)"
81797271,7830824096,0,656309441,True,3,secondary,53.902,,20 mph,,West Oak Street,,"LINESTRING (-97.1351807 33.2156027, -97.1357601 33.2156065)"
81797271,7830824967,0,739625075,False,,residential,8.152,,,,Bolivar Street,,"LINESTRING (-97.1351807 33.2156027, -97.1351789 33.215676)"
81797274,7829607419,0,9981328,False,,residential,9.307,,,,North Cedar Street,,"LINESTRING (-97.1343068 33.2155704, -97.1343071 33.2154867)"
81797274,7829607416,0,9981328,False,,residential,11.59,,,,North Cedar Street,,"LINESTRING (-97.1343068 33.2155704, -97.1343036 33.2156746)"
81797274,7829607414,0,656309446,True,2,secondary,8.159,,20 mph,,West Oak Street,,"LINESTRING (-97.1343068 33.2155704, -97.1343945 33.2155714)"
81797279,6148153940,0,9974293,False,2,secondary,11.156,,20 mph,,East Oak Street,,"LINESTRING (-97.1324579 33.2155309, -97.132338 33.215529)"
81797279,6148153939,0,144867519,True,2,primary,13.09,US 77;US 377,,,North Locust Street,,"LINESTRING (-97.1324579 33.2155309, -97.1324516 33.2156485)"
81797279,6148153941,0,976725760,True,2,secondary,11.109,,20 mph,,West Oak Street,,"LINESTRING (-97.1324579 33.2155309, -97.1325773 33.2155323)"
81798223,81780392,0,9963790,False,,residential,57.596,,,,East Pecan Street,,"LINESTRING (-97.1324396 33.2160725, -97.1318206 33.2160618)"
81798223,8649501361,0,9979594,False,,residential,61.477,,,,West Pecan Street,,"LINESTRING (-97.1324396 33.2160725, -97.1331002 33.2160876)"
81798223,81796216,0,144867519,True,2,primary,60.907,US 77;US 377,,,North Locust Street,,"LINESTRING (-97.1324396 33.2160725, -97.13242 33.21662)"
81800506,81706482,0,9964152,False,,residential,36.326,,,,Maple Street,,"LINESTRING (-97.1369833 33.2082597, -97.1373714 33.2082955)"
81800506,3037366941,0,934262074,False,,residential,15.236,,,,Maple Street,,"LINESTRING (-97.1369833 33.2082597, -97.13682 33.20827)"
81800506,81804749,0,934262075,True,3,secondary,42.572,,,,Carroll Boulevard,,"LINESTRING (-97.1369833 33.2082597, -97.1368613 33.2078907)"
81800511,81907777,0,9973807,False,,residential,46.517,,,,Pierce Street,,"LINESTRING (-97.13567 33.20826, -97.13565 33.208678)"
81800511,81800514,0,934262074,False,,residential,39.045,,,,Maple Street,,"LINESTRING (-97.13567 33.20826, -97.135251 33.20824)"
81800511,3037366942,0,934262074,False,,residential,56.752,,,,Maple Street,,"LINESTRING (-97.13567 33.20826, -97.13628 33.20826)"
81800514,81800517,0,934262074,False,,residential,22.422,,,,Maple Street,,"LINESTRING (-97.135251 33.20824, -97.13501 33.20824)"
81800514,81800511,0,934262074,False,,residential,39.045,,,,Maple Street,,"LINESTRING (-97.135251 33.20824, -97.13567 33.20826)"
81800517,9562937241,0,9974225,False,,residential,94.978,,,,Myrtle Street,,"LINESTRING (-97.13501 33.20824, -97.1350295 33.207386)"
81800517,81800519,0,934262074,False,,residential,26.05,,,,Maple Street,,"LINESTRING (-97.13501 33.20824, -97.13473 33.20824)"
81800517,81800514,0,934262074,False,,residential,22.422,,,,Maple Street,,"LINESTRING (-97.13501 33.20824, -97.135251 33.20824)"
81800519,81911872,0,9974224,False,,residential,39.143,,,,Myrtle Street,,"LINESTRING (-97.13473 33.20824, -97.134698 33.208591)"
81800519,81783361,0,934262074,False,,residential,85.22,,,,Maple Street,,"LINESTRING (-97.13473 33.20824, -97.133814 33.208239)"
81800519,81800517,0,934262074,False,,residential,26.05,,,,Maple Street,,"LINESTRING (-97.13473 33.20824, -97.13501 33.20824)"
81800520,81946702,0,9977716,True,3,primary,30.023,US 77;US 377,,,South Locust Street,,"LINESTRING (-97.13251 33.20826, -97.13251 33.20853)"
81800520,6046792084,0,934262074,False,,residential,51.775,,,,Maple Street,,"LINESTRING (-97.13251 33.20826, -97.1330664 33.208251)"
81800552,3013639978,0,9964156,False,,residential,43.002,,,,Maple Street,,"LINESTRING (-97.14152 33.20818, -97.1419822 33.2081829)"
81800552,6465288428,0,9973983,False,,tertiary,8.918,,,,Bernard Street,,"LINESTRING (-97.14152 33.20818, -97.14152 33.2080998)"
81800552,7298702165,0,9973983,False,,tertiary,30.571,,,,Bernard Street,,"LINESTRING (-97.14152 33.20818, -97.1415151 33.2084549)"
81800556,5791317356,0,9964156,False,,residential,11.251,,,,Maple Street,,"LINESTRING (-97.1443856 33.2082191, -97.1442647 33.2082169)"
81800556,8860768031,0,365519037,True,,unclassified,10.625,,,,Maple Street,,"LINESTRING (-97.1443856 33.2082191, -97.1444998 33.2082192)"
81800556,5791317357,0,521609562,False,,unclassified,9.283,,30 mph,,South Welch Street,,"LINESTRING (-97.1443856 33.2082191, -97.1443901 33.2081357)"
81800556,8860768030,0,739641953,False,,unclassified,11.175,,30 mph,,South Welch Street,,"LINESTRING (-97.1443856 33.2082191, -97.1443864 33.2083196)"
81800559,2996260113,0,365519037,True,,unclassified,18.534,,,,Maple Street,,"LINESTRING (-97.1448377 33.2082231, -97.1450369 33.2082248)"
81800560,8860768038,0,9975998,False,,unclassified,9.652,,,,Central Avenue,,"LINESTRING (-97.1452799 33.208227, -97.1452812 33.2081402)"
81800560,9532608571,0,9975998,False,,unclassified,9.621,,,,Central Avenue,,"LINESTRING (-97.1452799 33.208227, -97.1452774 33.2083135)"
81800560,81800561,0,365519037,True,,unclassified,50.995,,,,Maple Street,,"LINESTRING (-97.1452799 33.208227, -97.145828 33.2082318)"
81800561,81800563,0,365519037,True,,unclassified,8.56,,,,Maple Street,,"LINESTRING (-97.145828 33.2082318, -97.14592 33.2082326)"
81800563,9532608562,0,365519037,True,,unclassified,12.858,,,,Maple Street,,"LINESTRING (-97.14592 33.2082326, -97.1460582 33.2082338)"
81800565,8448193258,0,739641952,True,,unclassified,16.337,,,,Maple Street,,"LINESTRING (-97.146187 33.2082349, -97.1463626 33.2082356)"
81800565,5075741850,0,966597112,False,,unclassified,12.321,,,,Avenue A,,"LINESTRING (-97.146187 33.2082349, -97.146237 33.2083375)"
81800565,5734614898,0,966597112,False,,unclassified,7.254,,,,Avenue A,,"LINESTRING (-97.146187 33.2082349, -97.1461468 33.208179)"
81800567,5075741921,0,150153956,True,,unclassified,90.778,,,,Maple Street,,"LINESTRING (-97.1475164 33.2082429, -97.1484921 33.2082495)"
81800571,5742790022,0,9970018,False,,residential,6.706,,,,South Avenue B,,"LINESTRING (-97.14854 33.20825, -97.1485409 33.2081897)"
81800571,5060968117,0,150153956,True,,unclassified,16.496,,,,Maple Street,,"LINESTRING (-97.14854 33.20825, -97.1487173 33.2082517)"
81800573,5074760679,0,9980856,True,,tertiary,72.043,,,,Avenue C,,"LINESTRING (-97.150665 33.208269, -97.1506784 33.2089168)"
81800573,2631862639,0,739641951,True,,unclassified,11.315,,,,Maple Street,,"LINESTRING (-97.150665 33.208269, -97.1507866 33.208271)"
81800581,5733427712,0,9980865,True,,unclassified,4.342,,,,Avenue D,,"LINESTRING (-97.1529229 33.208302, -97.1529443 33.2083367)"
81800777,8859163370,0,9964175,False,,residential,6.065,,,,Anderson Street,,"LINESTRING (-97.14231 33.217959, -97.1422448 33.2179589)"
81800777,8859163353,0,9967154,False,,residential,9.677,,,,Amarillo Street,,"LINESTRING (-97.14231 33.217959, -97.1423076 33.218046)"
81800777,8859163399,0,9967154,False,,residential,7.608,,,,Amarillo Street,,"LINESTRING (-97.14231 33.217959, -97.142312 33.2178906)"
81800779,9502612889,0,9964175,False,,residential,8.242,,,,Anderson Street,,"LINESTRING (-97.1403716 33.2179557, -97.1404602 33.2179559)"
81800779,8859163351,0,9967447,False,,residential,9.652,,,,Mounts Street,,"LINESTRING (-97.1403716 33.2179557, -97.1403716 33.2180425)"
81800779,9502612898,0,9967447,False,,residential,33.141,,,,Mounts Street,,"LINESTRING (-97.1403716 33.2179557, -97.1403774 33.2176577)"
81801313,81801315,0,9964236,False,,residential,8.562,,,,Uland Street,,"LINESTRING (-97.12318 33.21782, -97.12325 33.21777)"
81801313,81970064,0,9980136,False,,residential,10.502,,,,Rose Street,,"LINESTRING (-97.12318 33.21782, -97.12312 33.2179)"
81801315,81801317,0,9964236,False,,residential,8.67,,,,Uland Street,,"LINESTRING (-97.12325 33.21777, -97.12333 33.21773)"
81801315,81801313,0,9964236,False,,residential,8.562,,,,Uland Street,,"LINESTRING (-97.12325 33.21777, -97.12318 33.21782)"
81801317,81801319,0,9964236,False,,residential,6.918,,,,Uland Street,,"LINESTRING (-97.12333 33.21773, -97.1234 33.217709)"
81801317,81801315,0,9964236,False,,residential,8.67,,,,Uland Street,,"LINESTRING (-97.12333 33.21773, -97.12325 33.21777)"
81801319,81801321,0,9964236,False,,residential,43.722,,,,Uland Street,,"LINESTRING (-97.1234 33.217709, -97.12387 33.217709)"
81801319,81801317,0,9964236,False,,residential,6.918,,,,Uland Street,,"LINESTRING (-97.1234 33.217709, -97.12333 33.21773)"
81801321,81801323,0,9964236,False,,residential,46.529,,,,Uland Street,,"LINESTRING (-97.12387 33.217709, -97.12437 33.21772)"
81801321,81801319,0,9964236,False,,residential,43.722,,,,Uland Street,,"LINESTRING (-97.12387 33.217709, -97.1234 33.217709)"
81801323,81801326,0,9964236,False,,residential,40.931,,,,Uland Street,,"LINESTRING (-97.12437 33.21772, -97.12481 33.21772)"
81801323,81801321,0,9964236,False,,residential,46.529,,,,Uland Street,,"LINESTRING (-97.12437 33.21772, -97.12387 33.217709)"
81801326,81801323,0,9964236,False,,residential,40.931,,,,Uland Street,,"LINESTRING (-97.12481 33.21772, -97.12437 33.21772)"
81801326,81793263,0,9976006,False,,residential,46.711,,,,Frame Street,,"LINESTRING (-97.12481 33.21772, -97.12482 33.2173)"
81801326,81801349,0,9976006,False,,residential,11.12,,,,Frame Street,,"LINESTRING (-97.12481 33.21772, -97.12481 33.21782)"
81801346,81801349,0,9964237,False,,residential,94.944,,,,Uland Street,,"LINESTRING (-97.12583 33.21785, -97.12481 33.21782)"
81801346,81916376,0,9974640,False,,residential,31.19,,,,Railroad Avenue,,"LINESTRING (-97.12583 33.21785, -97.12585 33.21757)"
81801346,81916374,0,9974640,False,,residential,67.886,,,,Railroad Avenue,,"LINESTRING (-97.12583 33.21785, -97.1258 33.21846)"
81801349,81801346,0,9964237,False,,residential,94.944,,,,Uland Street,,"LINESTRING (-97.12481 33.21782, -97.12583 33.21785)"
81801349,81801326,0,9976006,False,,residential,11.12,,,,Frame Street,,"LINESTRING (-97.12481 33.21782, -97.12481 33.21772)"
81801349,81930488,0,9976006,False,,residential,68.966,,,,Frame Street,,"LINESTRING (-97.12481 33.21782, -97.12479 33.21844)"
81802967,9513905170,0,453221109,False,,tertiary,15.956,,,,Duncan Street,,"LINESTRING (-97.12414 33.20621, -97.1241088 33.2060689)"
81802967,81773868,0,453221109,False,,tertiary,15.74,,,,Duncan Street,,"LINESTRING (-97.12414 33.20621, -97.1241519 33.2063512)"
81802971,9513905170,0,453221109,False,,tertiary,16.099,,,,Duncan Street,,"LINESTRING (-97.12403 33.20594, -97.1241088 33.2060689)"
81804651,7830816034,0,521609569,True,3,secondary,8.627,,20 mph,,West Hickory Street,,"LINESTRING (-97.137115 33.2145737, -97.1370223 33.2145715)"
81804651,7830816038,0,974877720,True,3,secondary,7.528,,,,North Carroll Boulevard,,"LINESTRING (-97.137115 33.2145737, -97.1371149 33.2146414)"
81804653,7830824126,0,521609568,False,,residential,6.329,,,,West Mulberry Street,,"LINESTRING (-97.1371354 33.2135216, -97.1370674 33.2135199)"
81804653,7830824127,0,521609573,True,3,secondary,6.942,,,,Carroll Boulevard,,"LINESTRING (-97.1371354 33.2135216, -97.137133 33.213584)"
81804653,81895639,0,942213964,False,,residential,5.638,,,,West Mulberry Street,,"LINESTRING (-97.1371354 33.2135216, -97.137196 33.213521)"
81804657,8863356444,0,9981879,False,,residential,6.065,,,,Stroud Street,,"LINESTRING (-97.137151 33.211596, -97.1370861 33.2115908)"
81804657,81985010,0,9981879,False,,residential,7.463,,,,Stroud Street,,"LINESTRING (-97.137151 33.211596, -97.137231 33.211591)"
81804657,9021660779,0,589767597,True,3,secondary,46.959,,,,Carroll Boulevard,,"LINESTRING (-97.137151 33.211596, -97.1371551 33.2120183)"
81804661,3037366531,0,589767597,True,3,secondary,34.594,,,,Carroll Boulevard,,"LINESTRING (-97.13716 33.210399, -97.13715 33.21071)"
81804663,81804661,0,589767597,True,3,secondary,15.595,,,,Carroll Boulevard,,"LINESTRING (-97.13717 33.210259, -97.13716 33.210399)"
81804665,81804663,0,589767597,True,3,secondary,47.814,,,,Carroll Boulevard,,"LINESTRING (-97.13717 33.209829, -97.13717 33.210259)"
81804667,81804665,0,589767597,True,3,secondary,40.016,,,,Carroll Boulevard,,"LINESTRING (-97.13714 33.20947, -97.13717 33.209829)"
81804669,8863356508,0,589767597,True,3,secondary,6.213,,,,Carroll Boulevard,,"LINESTRING (-97.13709 33.20915, -97.1370987 33.2092054)"
81804669,6316752015,0,934262071,False,,residential,20.849,,,,West Highland Street,,"LINESTRING (-97.13709 33.20915, -97.1368659 33.2091505)"
81804669,81870035,0,934262071,False,,residential,7.371,,,,West Highland Street,,"LINESTRING (-97.13709 33.20915, -97.137169 33.209145)"
81804671,81804669,0,589767597,True,3,secondary,23.792,,,,Carroll Boulevard,,"LINESTRING (-97.137041 33.20894, -97.13709 33.20915)"
81804673,81804671,0,589767597,True,3,secondary,34.437,,,,Carroll Boulevard,,"LINESTRING (-97.136959 33.208638, -97.137041 33.20894)"
81804675,3037366941,0,589767597,True,3,secondary,16.136,,,,Carroll Boulevard,,"LINESTRING (-97.136779 33.208129, -97.13682 33.20827)"
81804676,81804675,0,589767597,True,3,secondary,15.023,,,,Carroll Boulevard,,"LINESTRING (-97.136731 33.208, -97.136779 33.208129)"
81804692,81804676,0,589767597,True,3,secondary,47.825,,,,Carroll Boulevard,,"LINESTRING (-97.136638 33.207577, -97.136731 33.208)"
81804694,81804692,0,589767597,True,3,secondary,21.839,,,,Carroll Boulevard,,"LINESTRING (-97.13661 33.207382, -97.136638 33.207577)"
81804695,81804694,0,589767597,True,3,secondary,21.541,,,,Carroll Boulevard,,"LINESTRING (-97.13659 33.207189, -97.13661 33.207382)"
81804696,6041354011,0,589767597,True,3,secondary,7.269,,,,Carroll Boulevard,,"LINESTRING (-97.136579 33.20712, -97.1365884 33.2071849)"
81804697,81804757,0,520717542,False,,tertiary,15.316,,,,Eagle Drive,,"LINESTRING (-97.13655 33.20651, -97.1367146 33.2065076)"
81804697,9562937211,0,589767596,False,,tertiary,8.429,,,,Eagle Drive,,"LINESTRING (-97.13655 33.20651, -97.1364594 33.2065096)"
81804697,9562937207,0,589767597,True,3,secondary,13.209,,,,Carroll Boulevard,,"LINESTRING (-97.13655 33.20651, -97.1365556 33.2066287)"
81804698,9562937203,0,9964499,True,3,secondary,21.992,,,,Carroll Boulevard,,"LINESTRING (-97.136507 33.206167, -97.1365317 33.2063637)"
81804711,7830816039,0,9964502,True,3,secondary,7.506,,,,Carroll Boulevard,,"LINESTRING (-97.1372635 33.2145726, -97.1372645 33.2145051)"
81804711,81804651,0,365519043,True,,secondary,13.815,,,,West Hickory Street,,"LINESTRING (-97.1372635 33.2145726, -97.137115 33.2145737)"
81804717,81804719,0,942213966,True,4,secondary,60.04,,,,Carroll Boulevard,,"LINESTRING (-97.137274 33.2130989, -97.137283 33.212559)"
81804719,8863362421,0,942213967,False,,unclassified,8.038,,,,West Sycamore Street,,"LINESTRING (-97.137283 33.212559, -97.1373694 33.2125596)"
81804719,8725076705,0,942213968,True,3,secondary,45.027,,,,Carroll Boulevard,,"LINESTRING (-97.137283 33.212559, -97.1372895 33.2121541)"
81804719,3037366933,0,974877734,False,,tertiary,10.615,,,,West Sycamore Street,,"LINESTRING (-97.137283 33.212559, -97.1371689 33.2125595)"
81804721,8593961396,0,942213969,True,4,secondary,4.192,,,,Carroll Boulevard,,"LINESTRING (-97.1372916 33.2120241, -97.1372922 33.2119864)"
81804723,81985010,0,9981879,False,,residential,6.298,,,,Stroud Street,,"LINESTRING (-97.1372987 33.211591, -97.137231 33.211591)"
81804723,81804725,0,942213970,True,3,secondary,18.015,,,,Carroll Boulevard,,"LINESTRING (-97.1372987 33.211591, -97.1373013 33.211429)"
81804725,5970979800,0,942213970,True,3,secondary,44.126,,,,Carroll Boulevard,,"LINESTRING (-97.1373013 33.211429, -97.1373078 33.2110322)"
81804729,5970979795,0,942215785,True,3,secondary,12.832,,,,Carroll Boulevard,,"LINESTRING (-97.13731 33.21022, -97.1373182 33.2101048)"
81804736,81804737,0,632371013,True,4,secondary,14.48,,,,Carroll Boulevard,,"LINESTRING (-97.137289 33.20951, -97.13728 33.20938)"
81804737,8863356509,0,632371013,True,4,secondary,19.47,,,,Carroll Boulevard,,"LINESTRING (-97.13728 33.20938, -97.1372546 33.2092062)"
81804741,81804743,0,934262072,True,3,secondary,16.911,,,,Carroll Boulevard,,"LINESTRING (-97.1372033 33.2089897, -97.1371733 33.2088397)"
81804743,8658922926,0,934262072,True,3,secondary,8.953,,,,Carroll Boulevard,,"LINESTRING (-97.1371733 33.2088397, -97.1371468 33.2087623)"
81804745,81804746,0,934262073,True,4,secondary,14.972,,,,Carroll Boulevard,,"LINESTRING (-97.1371253 33.2086997, -97.137078 33.208571)"
81804746,81804748,0,934262073,True,4,secondary,8.25,,,,Carroll Boulevard,,"LINESTRING (-97.137078 33.208571, -97.1370643 33.2084977)"
81804748,1439907552,0,934262073,True,4,secondary,4.094,,,,Carroll Boulevard,,"LINESTRING (-97.1370643 33.2084977, -97.1370522 33.2084623)"
81804749,81804751,0,934262075,True,3,secondary,12.705,,,,Carroll Boulevard,,"LINESTRING (-97.1368613 33.2078907, -97.1368343 33.2077787)"
81804751,81804753,0,934262075,True,3,secondary,65.091,,,,Carroll Boulevard,,"LINESTRING (-97.1368343 33.2077787, -97.1367313 33.2071997)"
81804753,81804755,0,934262075,True,3,secondary,13.475,,,,Carroll Boulevard,,"LINESTRING (-97.1367313 33.2071997, -97.1367233 33.2070787)"
81804755,8658922927,0,934262075,True,3,secondary,3.08,,,,Carroll Boulevard,,"LINESTRING (-97.1367233 33.2070787, -97.1367228 33.207051)"
81804757,81804697,0,520717542,False,,tertiary,15.316,,,,Eagle Drive,,"LINESTRING (-97.1367146 33.2065076, -97.13655 33.20651)"
81804757,9562937206,0,521609571,False,,tertiary,12.349,,,,Eagle Drive,,"LINESTRING (-97.1367146 33.2065076, -97.1368473 33.20651)"
81804757,9562937204,0,589767595,True,3,secondary,15.98,,,,Carroll Boulevard,,"LINESTRING (-97.1367146 33.2065076, -97.1366882 33.2063656)"
81807160,81807163,0,9964731,False,,residential,58.51,,,,Ferguson Street,,"LINESTRING (-97.132921 33.222, -97.132292 33.221998)"
81807160,8859189391,0,9964731,False,,residential,55.643,,,,Ferguson Street,,"LINESTRING (-97.132921 33.222, -97.1335191 33.222008)"
81807160,8822880071,0,9980291,False,,residential,5.193,,,,Woodthrush Lane,,"LINESTRING (-97.132921 33.222, -97.1329204 33.2220467)"
81807163,81807160,0,9964731,False,,residential,58.51,,,,Ferguson Street,,"LINESTRING (-97.132292 33.221998, -97.132921 33.222)"
81807163,81896437,0,521609565,True,2,primary,111.324,US 77;US 377,,,North Locust Street,,"LINESTRING (-97.132292 33.221998, -97.1322787 33.2229991)"
81809227,7832497624,0,9964897,False,,residential,6.513,,,,West Walnut Street,,"LINESTRING (-97.1343172 33.2139959, -97.1342472 33.2139948)"
81809227,2657916016,0,9972057,False,,residential,17.95,,,,South Cedar Street,,"LINESTRING (-97.1343172 33.2139959, -97.1343207 33.2138345)"
81809227,7830733375,0,9972057,False,,residential,48.673,,,,South Cedar Street,,"LINESTRING (-97.1343172 33.2139959, -97.1343115 33.2144336)"
81810225,6148153932,0,9965007,False,,residential,53.063,,,,Bell Place,,"LINESTRING (-97.1273657 33.2176789, -97.1273673 33.2172017)"
